,index,id,keywords,adult,budget,genres,imdb_id,original_language,original_title,release_date,revenue,runtime,spoken_languages,status,title,movieId,imdbId,rating,authors,average_rating,  num_pages,ratings_count,publisher,sum_of_ratings
31,76,2637,"[{'id': 818, 'name': 'based on novel'}, {'id': 1415, 'name': 'small town'}, {'id': 1566, 'name': 'dream'}, {'id': 2669, 'name': 'motel'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3450, 'name': 'bridge'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 4949, 'name': 'warning'}, {'id': 6622, 'name': 'tumor'}, {'id': 8232, 'name': 'west virginia'}, {'id': 9955, 'name': 'urban legend'}, {'id': 10170, 'name': 'premonition'}, {'id': 10904, 'name': 'telephone call'}, {'id': 11612, 'name': 'hospital'}, {'id': 12193, 'name': 'reporter'}, {'id': 14742, 'name': 'psychic'}, {'id': 15198, 'name': 'car wreck'}, {'id': 208397, 'name': 'death of wife'}, {'id': 230413, 'name': 'mothman'}, {'id': 238137, 'name': 'mysterious events'}, {'id': 238138, 'name': 'chemical plant'}]",FALSE,32000000,Drama,tt0265349,en,The Mothman Prophecies,1/25/02,55157539,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Mothman Prophecies,5065,265349,3.09,John A. Keel,3.54,352,117,Hodder & Stoughton,196135
32,77,10229,"[{'id': 818, 'name': 'based on novel'}, {'id': 4333, 'name': 'theatre group'}, {'id': 5922, 'name': 'north carolina'}, {'id': 6034, 'name': 'theatre milieu'}, {'id': 6270, 'name': 'high school'}, {'id': 10163, 'name': 'cancer'}, {'id': 10683, 'name': 'coming of age'}, {'id': 10703, 'name': 'tragic love'}, {'id': 13130, 'name': 'teenager'}, {'id': 165086, 'name': 'star crossed lovers'}]",FALSE,11000000,Drama,tt0281358,en,A Walk to Remember,1/25/02,41227069,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Walk to Remember,5066,281358,3.43,Nicholas Sparks,4.17,240,555995,Grand Central Publishing,78510
33,78,12227,"[{'id': 818, 'name': 'based on novel'}, {'id': 1321, 'name': 'gold'}, {'id': 1454, 'name': 'treasure'}, {'id': 1909, 'name': 'coffin'}, {'id': 2526, 'name': 'human animal relationship'}, {'id': 6054, 'name': 'friendship'}, {'id': 9880, 'name': 'alaska'}, {'id': 10950, 'name': 'shootout'}, {'id': 15162, 'name': 'dog'}, {'id': 162726, 'name': 'prospector'}, {'id': 180808, 'name': 'klondike'}, {'id': 189390, 'name': 'yukon'}, {'id': 189391, 'name': 'boy dog relationship'}, {'id': 189392, 'name': 'gold miner'}]",FALSE,14000000,Action,tt0103247,en,White Fang,1/18/91,34793160,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,White Fang,5361,103247,3.17,Jack London,3.98,252,119589,Scholastic Paperbacks,6214
34,80,13768,"[{'id': 399, 'name': 'fountain of youth'}, {'id': 818, 'name': 'based on novel'}, {'id': 1328, 'name': 'secret'}, {'id': 4978, 'name': 'immortality'}, {'id': 5774, 'name': 'forest'}, {'id': 9720, 'name': 'woods'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 170587, 'name': 'mysterious stranger'}]",FALSE,15000000,Drama,tt0283084,en,Tuck Everlasting,10/11/02,19158074,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Tuck Everlasting,5667,283084,3.21,Natalie Babbitt,3.87,139,1538,Farrar Straus Giroux,55269
35,81,69014,"[{'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 818, 'name': 'based on novel'}, {'id': 966, 'name': 'beach'}, {'id': 1010, 'name': 'bar'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1667, 'name': 'pimp'}, {'id': 1824, 'name': 'self-destruction'}, {'id': 3260, 'name': 'masochism'}, {'id': 3458, 'name': 'bartender'}, {'id': 4470, 'name': 'punk'}, {'id': 5638, 'name': 'arrest'}, {'id': 5933, 'name': 'poet'}, {'id': 8646, 'name': 'ronald reagan'}, {'id': 9141, 'name': 'belt'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10183, 'name': 'independent film'}, {'id': 10430, 'name': 'seagull'}, {'id': 12670, 'name': 'los angeles'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 33573, 'name': 'banana'}, {'id': 34030, 'name': 'typewriter'}, {'id': 148534, 'name': 'cunnilingus'}, {'id': 157154, 'name': 'psychotherapy'}, {'id': 157791, 'name': 'self mutilation'}, {'id': 163758, 'name': 'ex-husband ex-wife relationship'}, {'id': 165314, 'name': 'skid row'}, {'id': 170737, 'name': 'bunk bed'}, {'id': 181514, 'name': 'deadbeat dad'}, {'id': 188991, 'name': 'drunkenness'}, {'id': 189428, 'name': 'phallic symbol'}, {'id': 207769, 'name': 'grotesque'}, {'id': 212779, 'name': 'used car lot'}, {'id': 212780, 'name': 'wino'}, {'id': 212781, 'name': 'fur stole'}, {'id': 212784, 'name': 'binge drinking'}, {'id': 212785, 'name': 'wine drinking'}, {'id': 212787, 'name': 'sadomasochist'}, {'id': 212788, 'name': 'greyhound bus'}, {'id': 212793, 'name': 'domestic dispute'}]",FALSE,0,Drama,tt0086410,it,Storie di ordinaria follia,9/11/81,0,101,[],Released,Tales of Ordinary Madness,5861,86410,3.15,Charles Bukowski,3.92,238,16544,City Lights Publishers,28950
36,82,6646,"[{'id': 818, 'name': 'based on novel'}, {'id': 1454, 'name': 'treasure'}, {'id': 2041, 'name': 'island'}, {'id': 4418, 'name': 'pirate gang'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 11088, 'name': 'treasure map'}, {'id': 12988, 'name': 'pirate'}, {'id': 41599, 'name': 'sailor'}, {'id': 165369, 'name': 'sailing ship'}]",FALSE,0,Adventure,tt0043067,en,Treasure Island,7/18/50,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Treasure Island,6405,43067,3.55,Robert Louis Stevenson,3.83,311,318753,Kingfisher,1294
37,88,20815,"[{'id': 570, 'name': 'rape'}, {'id': 818, 'name': 'based on novel'}, {'id': 1329, 'name': 'canada'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2831, 'name': 'slavery'}, {'id': 2964, 'name': 'future'}, {'id': 4411, 'name': 'sexism'}, {'id': 4565, 'name': 'dystopia'}, {'id': 7638, 'name': 'surrogate mother'}, {'id': 10183, 'name': 'independent film'}, {'id': 10685, 'name': 'escape'}, {'id': 11196, 'name': 'rebellion'}, {'id': 11718, 'name': 'feminist'}, {'id': 161166, 'name': 'misogyny'}, {'id': 163045, 'name': 'impregnation'}, {'id': 164810, 'name': 'religious fundamentalism'}, {'id': 165259, 'name': 'political unrest'}, {'id': 178712, 'name': 'totalitarianism'}, {'id': 190334, 'name': 'theocracy'}]",FALSE,0,Drama,tt0099731,en,The Handmaid's Tale,3/9/90,0,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,The Handmaid's Tale,6678,99731,3.18,Margaret Atwood/Valerie Martin,4.11,350,2102,Everyman's Library,205
38,91,43436,"[{'id': 818, 'name': 'based on novel'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 9914, 'name': 'slice of life'}, {'id': 156928, 'name': 'tomboy'}, {'id': 207416, 'name': 'concord'}]",FALSE,0,Drama,tt0041594,en,Little Women,4/1/49,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Little Women,7054,41594,3.52,Louisa May Alcott,4.07,449,1479727,Signet Classics,330008
39,95,70881,"[{'id': 818, 'name': 'based on novel'}, {'id': 2139, 'name': 'russia'}, {'id': 6038, 'name': 'marriage'}, {'id': 9673, 'name': 'love'}, {'id': 13008, 'name': 'train'}]",FALSE,1152000,Drama,tt0026071,en,Anna Karenina,8/30/35,1439000,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Anna Karenina,7092,26071,3.54,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,838,16643,Penguin Classics,35044
40,119,2742,"[{'id': 818, 'name': 'based on novel'}, {'id': 1731, 'name': 'writing'}, {'id': 3298, 'name': 'hallucination'}, {'id': 10183, 'name': 'independent film'}, {'id': 13028, 'name': 'writer'}, {'id': 15037, 'name': 'bug'}, {'id': 156117, 'name': 'illegal drugs'}, {'id': 158120, 'name': 'exterminator'}, {'id': 205781, 'name': 'beat generation'}, {'id': 230644, 'name': 'lynchian'}]",FALSE,16000000,Crime,tt0102511,en,Naked Lunch,12/27/91,0,115,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Naked Lunch,7123,102511,3.61,William S. Burroughs/James Grauerholz/Barry Miles,3.46,289,65998,Grove Press,7888
41,120,67794,"[{'id': 818, 'name': 'based on novel'}, {'id': 14636, 'name': 'india'}, {'id': 34094, 'name': 'extramarital affair'}]",FALSE,0,Drama,tt0084058,en,Heat and Dust,1/1/83,0,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heat and Dust,7232,84058,3.44,Ruth Prawer Jhabvala,3.55,190,6214,Counterpoint,1480438
42,121,17365,"[{'id': 417, 'name': 'corruption'}, {'id': 441, 'name': 'assassination'}, {'id': 818, 'name': 'based on novel'}, {'id': 2944, 'name': 'senator'}, {'id': 12193, 'name': 'reporter'}, {'id': 33501, 'name': 'political'}]",FALSE,0,Crime,tt0071970,en,The Parallax View,6/14/74,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Parallax View,7792,71970,3.66,Slavoj Žižek,4,433,1027,MIT Press (MA),3623
43,122,18923,"[{'id': 237, 'name': 'gay'}, {'id': 740, 'name': 'aids'}, {'id': 818, 'name': 'based on novel'}, {'id': 11130, 'name': 'art house'}, {'id': 46959, 'name': 'tantrum'}, {'id': 154937, 'name': 'bisexual'}, {'id': 158718, 'name': 'lgbt'}]",FALSE,6500000,Romance,tt0359423,en,A Home at the End of the World,7/23/04,1548955,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Home at the End of the World,8667,359423,3.46,Michael Cunningham,3.91,342,14769,Picador,4815
44,123,17663,"[{'id': 818, 'name': 'based on novel'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1329, 'name': 'canada'}, {'id': 5331, 'name': 'village'}, {'id': 9673, 'name': 'love'}, {'id': 10873, 'name': 'school'}, {'id': 11162, 'name': 'miniseries'}, {'id': 12392, 'name': 'best friend'}, {'id': 13014, 'name': 'orphan'}, {'id': 15126, 'name': 'historical'}, {'id': 161155, 'name': 'kids'}, {'id': 214484, 'name': 'redhead girl'}]",FALSE,0,Drama,tt0088727,en,Anne of Green Gables,12/1/85,0,199,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Anne of Green Gables,26528,88727,3.92,L.M. Montgomery/Barbara Caruso,4.25,9,69,Recorded Books  Inc.,9626
45,125,54407,"[{'id': 818, 'name': 'based on novel'}, {'id': 10183, 'name': 'independent film'}]",FALSE,3400000,Comedy,tt0088821,en,Bliss,10/4/85,660537,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Bliss,26536,88821,3.2,Lynsay Sands,3.97,394,1742,Leisure Books,65998
46,126,3509,"[{'id': 387, 'name': 'california'}, {'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel'}, {'id': 1566, 'name': 'dream'}, {'id': 1568, 'name': 'undercover'}, {'id': 2150, 'name': 'cocaine'}, {'id': 2588, 'name': 'brain'}, {'id': 2866, 'name': 'exam'}, {'id': 2964, 'name': 'future'}, {'id': 4394, 'name': 'test'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4967, 'name': 'assignment'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14964, 'name': 'drug'}, {'id': 18420, 'name': 'surveillance'}, {'id': 180440, 'name': 'totalitarian'}, {'id': 188950, 'name': 'corporation'}, {'id': 202550, 'name': 'substance'}, {'id': 202551, 'name': 'schizophrenic'}, {'id': 202553, 'name': 'condition'}, {'id': 207268, 'name': 'neo-noir'}]",FALSE,8700000,Animation,tt0405296,en,A Scanner Darkly,5/25/06,7659918,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Scanner Darkly,27904,405296,3.61,Philip K. Dick,4.02,219,70604,Gollancz,3581
47,127,9009,"[{'id': 818, 'name': 'based on novel'}, {'id': 4237, 'name': 'water'}, {'id': 9714, 'name': 'remake'}, {'id': 10508, 'name': 'teacher'}, {'id': 15160, 'name': 'divorce'}, {'id': 33632, 'name': 'apartment'}, {'id': 162846, 'name': 'ghost'}, {'id': 168346, 'name': 'manhattan, new york city'}]",FALSE,30000000,Drama,tt0382628,en,Dark Water,6/27/05,25473093,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dark Water,34143,382628,2.76,Kōji Suzuki/Glynne Walley,3.61,279,2433,Vertical,382146
48,128,9388,"[{'id': 494, 'name': 'father son relationship'}, {'id': 592, 'name': 'capitalism'}, {'id': 818, 'name': 'based on novel'}, {'id': 919, 'name': 'smoking'}, {'id': 2251, 'name': 'lie'}, {'id': 3170, 'name': 'cigarette'}, {'id': 3664, 'name': 'research'}, {'id': 3703, 'name': 'law'}, {'id': 3721, 'name': 'health'}, {'id': 3983, 'name': 'marketing'}, {'id': 6078, 'name': 'politics'}, {'id': 6083, 'name': 'politician'}, {'id': 6357, 'name': 'tobacco'}, {'id': 9468, 'name': 'liar'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10163, 'name': 'cancer'}, {'id': 10183, 'name': 'independent film'}, {'id': 10594, 'name': 'money'}, {'id': 11011, 'name': 'morality'}, {'id': 11514, 'name': 'social satire'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 12094, 'name': 'business'}, {'id': 15086, 'name': 'advertising'}, {'id': 33720, 'name': 'guilt'}, {'id': 33740, 'name': 'humiliation'}, {'id': 159350, 'name': 'lobby'}, {'id': 171439, 'name': 'bribe'}, {'id': 188950, 'name': 'corporation'}, {'id': 209121, 'name': 'lung cancer'}, {'id': 219605, 'name': 'lobbyist'}, {'id': 219681, 'name': 'tobacco industry'}, {'id': 219731, 'name': 'nicotine'}]",FALSE,6500000,Comedy,tt0427944,en,Thank You for Smoking,9/5/05,24793509,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Thank You for Smoking,44195,427944,3.83,Christopher Buckley,3.93,272,9900,Random House Trade Paperbacks,1596
49,129,591,"[{'id': 90, 'name': 'paris'}, {'id': 113, 'name': 'holy grail'}, {'id': 186, 'name': 'christianity'}, {'id': 345, 'name': 'monk'}, {'id': 818, 'name': 'based on novel'}, {'id': 1222, 'name': 'zurich'}, {'id': 2908, 'name': 'secret society'}, {'id': 2966, 'name': 'louvre'}, {'id': 2969, 'name': 'curator'}, {'id': 2970, 'name': 'symbologist'}, {'id': 2975, 'name': 'opus dei'}, {'id': 2976, 'name': 'heresy'}, {'id': 2978, 'name': 'mona lisa'}, {'id': 4008, 'name': 'freemason'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 11855, 'name': 'pentagram'}, {'id': 156081, 'name': 'tomb'}, {'id': 161207, 'name': 'catholicism'}, {'id': 161507, 'name': 'cryptologist'}, {'id': 161508, 'name': 'iconography'}, {'id': 163531, 'name': 'albino'}, {'id': 173162, 'name': 'sect'}]",FALSE,125000000,Thriller,tt0382625,en,The Da Vinci Code,5/17/06,767820459,149,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Da Vinci Code,45447,382625,3.14,Dan Brown,3.84,467,1120,Broadway Books,1154
50,131,1259,"[{'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 977, 'name': 'cat'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2483, 'name': 'nudity'}, {'id': 3182, 'name': 'seduction'}, {'id': 5321, 'name': 'studio'}, {'id': 6054, 'name': 'friendship'}, {'id': 6844, 'name': 'stalker'}, {'id': 9673, 'name': 'love'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10508, 'name': 'teacher'}, {'id': 11937, 'name': 'conservative'}, {'id': 12105, 'name': 'student'}, {'id': 13130, 'name': 'teenager'}, {'id': 14534, 'name': 'relationship'}, {'id': 14893, 'name': 'art'}, {'id': 18051, 'name': 'female stalker'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 46954, 'name': 'journal'}, {'id': 167310, 'name': 'sitting on a toilet'}]",FALSE,15000000,Drama,tt0465551,en,Notes on a Scandal,12/25/06,49469904,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Notes on a Scandal,49961,465551,3.73,Zoë Heller,3.71,244,1154,Penguin,9334
51,132,2270,"[{'id': 616, 'name': 'witch'}, {'id': 818, 'name': 'based on novel'}, {'id': 1605, 'name': 'new love'}, {'id': 3071, 'name': 'prince'}, {'id': 3258, 'name': 'beauty'}, {'id': 3412, 'name': 'star'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4372, 'name': 'wall'}, {'id': 6998, 'name': 'falling star'}, {'id': 9920, 'name': 'royalty'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 170771, 'name': 'fratricide'}]",FALSE,70000000,Adventure,tt0486655,en,Stardust,8/9/07,135560026,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stardust,54259,486655,3.82,Neil Gaiman,4.08,248,283274,Harper Perennial,30442
52,133,4347,"[{'id': 818, 'name': 'based on novel'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1486, 'name': 'flirt'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1605, 'name': 'new love'}, {'id': 1956, 'name': 'world war ii'}, {'id': 3096, 'name': 'book'}, {'id': 5477, 'name': 'mistake'}, {'id': 6139, 'name': 'innocence'}, {'id': 10818, 'name': 'author'}, {'id': 11436, 'name': 'redemption'}, {'id': 13088, 'name': 'summer'}]",FALSE,30000000,Drama,tt0783233,en,Atonement,8/29/07,129266061,123,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Atonement,55052,783233,3.74,Ian McEwan,3.9,372,4844,Vintage,30283
53,134,3469,"[{'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1450, 'name': 'shepherd'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 4932, 'name': 'farm'}, {'id': 8250, 'name': 'victorian england'}, {'id': 11332, 'name': 'farm life'}, {'id': 17953, 'name': 'country'}, {'id': 157788, 'name': 'british soldier'}, {'id': 191100, 'name': 'romantic drama'}]",FALSE,0,Drama,tt0061648,en,Far from the Madding Crowd,1/1/67,0,166,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Far from the Madding Crowd,55078,61648,3.45,Thomas Hardy/Suzanne Keen,3.94,400,340,Signet Classics,179639
54,137,42173,"[{'id': 128, 'name': 'love triangle'}, {'id': 818, 'name': 'based on novel'}, {'id': 1442, 'name': 'winter'}, {'id': 1523, 'name': 'obsession'}, {'id': 4618, 'name': 'step daughter'}, {'id': 10183, 'name': 'independent film'}, {'id': 10807, 'name': 'salt lake city'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 187056, 'name': 'woman director'}]",FALSE,0,Comedy,tt0079278,en,Chilly Scenes of Winter,10/19/79,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Chilly Scenes of Winter,55757,79278,3.21,Ann Beattie,3.91,288,1045,Vintage,15225
55,138,76235,"[{'id': 818, 'name': 'based on novel'}, {'id': 1731, 'name': 'writing'}, {'id': 1899, 'name': 'hunger'}, {'id': 13028, 'name': 'writer'}, {'id': 192687, 'name': 'oslo'}]",FALSE,0,Drama,tt0061042,da,Sult,8/19/66,0,112,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Hunger,58003,61042,3.47,Lan Samantha Chang,3.92,192,797,Penguin Books,42645
56,140,85514,"[{'id': 818, 'name': 'based on novel'}, {'id': 15246, 'name': 'sabotage'}]",FALSE,0,Drama,tt0052106,en,The Quiet American,2/8/58,0,120,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Quiet American,59641,52106,3.35,Graham Greene/Robert  Stone,3.97,180,37620,Penguin Classics Deluxe Editions,1848
57,142,16182,"[{'id': 818, 'name': 'based on novel'}, {'id': 3358, 'name': 'haunted house'}, {'id': 15032, 'name': 'gothic horror'}, {'id': 156321, 'name': 'tv movie'}]",FALSE,0,Horror,tt0098672,en,The Woman in Black,12/24/89,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Woman in Black,61373,98672,3.46,Susan Hill/John Lawrence,3.71,138,31467,David R. Godine Publisher,11271
58,143,1984,"[{'id': 818, 'name': 'based on novel'}, {'id': 2136, 'name': 'television'}, {'id': 2964, 'name': 'future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 8202, 'name': 'big brother'}, {'id': 178712, 'name': 'totalitarianism'}]",FALSE,0,Drama,tt0048918,en,1984,3/6/56,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,1984,62049,48918,3.71,George Orwell/Erich Fromm,4.18,268,1322,Signet Classics,134985
59,145,14326,"[{'id': 818, 'name': 'based on novel'}, {'id': 966, 'name': 'beach'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 5922, 'name': 'north carolina'}, {'id': 9840, 'name': 'romance'}, {'id': 157337, 'name': 'inn'}, {'id': 176793, 'name': 'middle age'}]",FALSE,0,Drama,tt0956038,en,Nights in Rodanthe,9/26/08,84375061,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Nights in Rodanthe,62137,956038,3.01,Nicholas Sparks,3.84,212,1596,Warner Books,17485
60,146,24420,"[{'id': 520, 'name': 'chicago'}, {'id': 572, 'name': 'sex'}, {'id': 818, 'name': 'based on novel'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 2964, 'name': 'future'}, {'id': 3667, 'name': 'time'}, {'id': 4379, 'name': 'time travel'}, {'id': 6038, 'name': 'marriage'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 9935, 'name': 'travel'}, {'id': 10703, 'name': 'tragic love'}, {'id': 14534, 'name': 'relationship'}, {'id': 176056, 'name': 'time traveler'}, {'id': 201484, 'name': 'complication'}]",FALSE,39000000,Drama,tt0452694,en,The Time Traveler's Wife,8/14/09,101229792,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Time Traveler's Wife,70599,452694,3.58,Audrey Niffenegger,3.97,518,1005,MacAdam/Cage,38
61,148,43893,"[{'id': 818, 'name': 'based on novel'}]",FALSE,0,Drama,tt0026725,en,Les Misérables,4/2/35,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Les Misérables,72117,26725,3.61,Victor Hugo/Charles E. Wilbour,4.17,1260,728,Modern Library,834
62,156,17979,"[{'id': 65, 'name': 'holiday'}, {'id': 818, 'name': 'based on novel'}, {'id': 8250, 'name': 'victorian england'}, {'id': 10594, 'name': 'money'}, {'id': 33965, 'name': 'christmas eve'}, {'id': 33966, 'name': 'scrooge'}, {'id': 161174, 'name': 'christmas carol'}, {'id': 162846, 'name': 'ghost'}, {'id': 170457, 'name': 'lesson'}, {'id': 180975, 'name': 'charles dickens'}, {'id': 207317, 'name': 'christmas'}]",FALSE,200000000,Animation,tt1067106,en,A Christmas Carol,11/4/09,325233863,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Christmas Carol,72294,1067106,3.24,Charles Dickens/P.J. Lynch,4.05,160,4359,Candlewick Press,1436
63,158,34653,"[{'id': 237, 'name': 'gay'}, {'id': 818, 'name': 'based on novel'}, {'id': 11258, 'name': 'suicidal'}, {'id': 13095, 'name': 'death of lover'}, {'id': 41355, 'name': 'teacher student relationship'}, {'id': 172291, 'name': 'grieving'}, {'id': 208992, 'name': '1960s'}]",FALSE,7000000,Drama,tt1315981,en,A Single Man,10/19/09,0,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,A Single Man,72720,1315981,3.8,Christopher Isherwood,4.1,192,17451,Univ Of Minnesota Press,283274
