,index,id,keywords,adult,budget,genres,imdb_id,original_language,original_title,release_date,revenue,runtime,spoken_languages,status,title,movieId,imdbId,rating,authors,average_rating,  num_pages,ratings_count,publisher,sum_of_ratings
64,159,11324,"[{'id': 818, 'name': 'based on novel'}, {'id': 2041, 'name': 'island'}, {'id': 2215, 'name': 'hurricane'}, {'id': 5340, 'name': 'investigation'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 11207, 'name': 'u.s. marshal'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 208611, 'name': '1950s'}]",FALSE,80000000,Drama,tt1130884,en,Shutter Island,2/18/10,294804195,138,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Shutter Island,74458,1130884,3.95,Dennis Lehane,4.09,369,134985,HarperTorch,16544
65,160,22971,"[{'id': 818, 'name': 'based on novel'}, {'id': 6092, 'name': 'army'}, {'id': 9673, 'name': 'love'}, {'id': 33564, 'name': 'u.s. soldier'}]",FALSE,25000000,Drama,tt0989757,en,Dear John,2/4/10,114977104,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dear John,74688,989757,3.13,Nicholas Sparks,4.03,276,502726,Warner Books (NY),9900
66,161,12155,"[{'id': 818, 'name': 'based on novel'}, {'id': 855, 'name': 'fictional place'}, {'id': 2011, 'name': 'queen'}, {'id': 2486, 'name': 'fantasy'}, {'id': 12552, 'name': 'alice in wonderland'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 209714, 'name': '3d'}]",FALSE,200000000,Family,tt1014759,en,Alice in Wonderland,3/3/10,1025491110,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Alice in Wonderland,74789,1014759,3.16,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,92,364782,Gramercy Books,277047
67,163,20471,"[{'id': 572, 'name': 'sex'}, {'id': 818, 'name': 'based on novel'}, {'id': 3616, 'name': 'college'}, {'id': 10183, 'name': 'independent film'}, {'id': 13088, 'name': 'summer'}, {'id': 14828, 'name': 'city'}, {'id': 171206, 'name': 'graduate'}]",FALSE,0,Adventure,tt0768218,en,The Mysteries of Pittsburgh,1/20/08,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Mysteries of Pittsburgh,74967,768218,2.5,Michael Chabon,3.64,320,21823,Harper Perennial,18376
68,164,12411,"[{'id': 818, 'name': 'based on novel'}, {'id': 3060, 'name': 'race politics'}, {'id': 4106, 'name': 'apartheid'}]",FALSE,0,Drama,tt0445953,en,Disgrace,9/6/08,0,120,"[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'xh', 'name': ''}, {'iso_639_1': 'zu', 'name': 'isiZulu'}]",Released,Disgrace,77266,445953,3.54,J.M. Coetzee,3.84,220,61545,Penguin Books,15054
69,165,23168,"[{'id': 818, 'name': 'based on novel'}, {'id': 975, 'name': 'money laundering'}, {'id': 1546, 'name': 'ambulance'}, {'id': 1680, 'name': 'boston'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 1929, 'name': 'bank manager'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2778, 'name': 'florist'}, {'id': 2779, 'name': 'flower shop'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 8054, 'name': 'volunteer'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9713, 'name': 'friends'}, {'id': 9775, 'name': 'car set on fire'}, {'id': 10847, 'name': 'boston garden'}, {'id': 11148, 'name': 'police chase'}, {'id': 12392, 'name': 'best friend'}, {'id': 155726, 'name': 'fenway park'}]",FALSE,37000000,Crime,tt0840361,en,The Town,9/15/10,154026136,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Town,80489,840361,3.75,William Faulkner,4.1,371,1253,Vintage Books,110234
70,166,42188,"[{'id': 634, 'name': 'soul'}, {'id': 818, 'name': 'based on novel'}, {'id': 1647, 'name': 'sadness'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6271, 'name': 'boarding school'}, {'id': 11628, 'name': 'cloning'}, {'id': 181324, 'name': 'existentialism'}]",FALSE,15000000,Drama,tt1334260,en,Never Let Me Go,9/15/10,9455232,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never Let Me Go,80969,1334260,3.66,Kazuo Ishiguro,3.82,288,380646,Vintage Books,1320
71,169,33997,"[{'id': 409, 'name': 'africa'}, {'id': 818, 'name': 'based on novel'}, {'id': 3361, 'name': 'vagabund'}, {'id': 3593, 'name': 'wilderness'}, {'id': 4265, 'name': 'somalia'}, {'id': 4522, 'name': 'supermodel'}, {'id': 9672, 'name': 'based on true story'}, {'id': 15053, 'name': 'united nations'}, {'id': 187056, 'name': 'woman director'}]",FALSE,0,Drama,tt1054580,en,Desert Flower,9/24/09,14631377,120,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'so', 'name': 'Somali'}]",Released,Desert Flower,84855,1054580,3.52,Waris Dirie/Cathleen Miller,4.15,240,11981,William Morrow Paperbacks,13600
72,170,49022,"[{'id': 242, 'name': 'new york'}, {'id': 567, 'name': 'alcohol'}, {'id': 818, 'name': 'based on novel'}, {'id': 1328, 'name': 'secret'}, {'id': 1332, 'name': 'cheating'}, {'id': 1421, 'name': 'birthday'}, {'id': 2535, 'name': 'destroy'}, {'id': 9713, 'name': 'friends'}, {'id': 9986, 'name': 'crush'}, {'id': 10909, 'name': 'lawyer'}, {'id': 12392, 'name': 'best friend'}, {'id': 13027, 'name': 'wedding'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 14534, 'name': 'relationship'}, {'id': 33648, 'name': 'celebration'}, {'id': 160765, 'name': 'roses'}, {'id': 170682, 'name': 'lying'}, {'id': 187844, 'name': 'flashback'}, {'id': 202635, 'name': 'engaged'}, {'id': 208502, 'name': 'loyal'}, {'id': 208503, 'name': 'liaison'}, {'id': 208504, 'name': 'confidant'}]",FALSE,35000000,Comedy,tt0491152,en,Something Borrowed,5/5/11,59901913,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something Borrowed,86817,491152,3.17,Rebecca Hagan Lee,4.14,282,38,Diamond/Charter,207869
73,171,52505,"[{'id': 818, 'name': 'based on novel'}, {'id': 4516, 'name': 'romantic rivalry'}, {'id': 166625, 'name': 'candlelight vigil'}]",FALSE,30000000,Drama,tt1032825,en,The Other Woman,10/28/10,102000000,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Other Woman,87270,1032825,3.27,Jane Green,3.7,389,29112,Berkley,3816
74,173,9364,"[{'id': 392, 'name': 'england'}, {'id': 818, 'name': 'based on novel'}, {'id': 17981, 'name': 'foster sister'}, {'id': 17982, 'name': 'moor'}, {'id': 17984, 'name': 'foster family'}, {'id': 187056, 'name': 'woman director'}]",FALSE,8000000,Drama,tt1181614,en,Wuthering Heights,9/5/11,100915,129,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wuthering Heights,91035,1181614,3.05,Emily Brontë,3.85,279,2155,Penguin Books,51484
75,175,43459,"[{'id': 534, 'name': 'mexico'}, {'id': 658, 'name': 'sea'}, {'id': 818, 'name': 'based on novel'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2801, 'name': 'self-defense'}, {'id': 5331, 'name': 'village'}, {'id': 5332, 'name': 'greed'}, {'id': 10644, 'name': 'melodrama'}, {'id': 33782, 'name': 'diver'}, {'id': 197644, 'name': 'pearl'}]",FALSE,0,Adventure,tt0037981,es,La perla,1/1/47,0,85,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,The Pearl,92726,37981,3.58,John Steinbeck,3.46,96,160706,Penguin Books,4592
76,176,2929,"[{'id': 279, 'name': 'usa'}, {'id': 818, 'name': 'based on novel'}, {'id': 6737, 'name': 'frankenstein'}, {'id': 154802, 'name': 'silent film'}, {'id': 191406, 'name': 'thomas edison'}, {'id': 210184, 'name': '1910s'}, {'id': 223530, 'name': 'creative'}, {'id': 232824, 'name': 'j. searle dawley'}]",FALSE,0,Horror,tt0001223,en,Frankenstein,3/18/10,0,13,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,Frankenstein,93865,1223,3.18,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,336,2188,W. W. Norton & Company,111068
77,181,83770,"[{'id': 818, 'name': 'based on novel'}, {'id': 1227, 'name': 'cemetery'}, {'id': 2398, 'name': 'narration'}, {'id': 2483, 'name': 'nudity'}, {'id': 3739, 'name': 'funeral'}, {'id': 4528, 'name': 'song'}, {'id': 6054, 'name': 'friendship'}, {'id': 7312, 'name': 'road trip'}, {'id': 10776, 'name': 'marijuana'}, {'id': 10794, 'name': 'snow'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 13028, 'name': 'writer'}, {'id': 13094, 'name': 'photograph'}, {'id': 15291, 'name': 'on the road'}, {'id': 18049, 'name': 'sex scene'}, {'id': 34030, 'name': 'typewriter'}, {'id': 159431, 'name': 'voice over'}, {'id': 163182, 'name': 'suicide thoughts'}, {'id': 167043, 'name': 'road movie'}, {'id': 168442, 'name': 'denver colorado'}, {'id': 168447, 'name': 'kerouac'}]",FALSE,25000000,Adventure,tt0337692,en,On the Road,5/22/12,8784318,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,On the Road,95488,337692,3.05,Jack Kerouac,3.63,320,488,Penguin Books,565524
78,184,75595,"[{'id': 387, 'name': 'california'}, {'id': 572, 'name': 'sex'}, {'id': 708, 'name': 'runaway'}, {'id': 818, 'name': 'based on novel'}, {'id': 9713, 'name': 'friends'}, {'id': 12670, 'name': 'los angeles'}, {'id': 170457, 'name': 'lesson'}, {'id': 200234, 'name': 'shocking'}, {'id': 200235, 'name': 'consequences'}]",FALSE,0,Drama,tt1623745,en,Little Birds,1/23/11,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Little Birds,96266,1623745,3.34,Anaïs Nin,3.72,148,7888,Mariner Books,2152
79,185,42203,"[{'id': 715, 'name': 'chocolate'}, {'id': 818, 'name': 'based on novel'}, {'id': 4617, 'name': 'insurance fraud'}, {'id': 40958, 'name': 'russian immigrant\xa0'}, {'id': 161891, 'name': 'doppelganger'}]",FALSE,0,Drama,tt0077421,de,Despair,5/19/78,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Despair,96933,77421,3,Vladimir Nabokov,3.92,163,197,Penguin Classics,117
80,186,64682,"[{'id': 818, 'name': 'based on novel'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 3929, 'name': 'hope'}, {'id': 209714, 'name': '3d'}]",FALSE,105000000,Drama,tt1343092,en,The Great Gatsby,5/10/13,351040419,143,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Great Gatsby,102407,1343092,3.51,Kathleen Parkinson/F. Scott Fitzgerald,3.88,144,557,Penguin Global,21823
81,192,121674,"[{'id': 818, 'name': 'based on novel'}, {'id': 180975, 'name': 'charles dickens'}]",FALSE,0,Drama,tt1836808,en,Great Expectations,11/30/12,258656,128,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Great Expectations,106234,1836808,3.39,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,512,14228,Penguin Books,766867
82,196,31332,"[{'id': 378, 'name': 'prison'}, {'id': 818, 'name': 'based on novel'}, {'id': 1541, 'name': 'nihilism'}, {'id': 3739, 'name': 'funeral'}, {'id': 9826, 'name': 'murder'}, {'id': 157213, 'name': 'death of mother'}, {'id': 159103, 'name': 'mourning'}]",FALSE,0,Drama,tt0062310,it,Lo straniero,10/14/67,0,104,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Stranger,106745,62310,3.12,Albert Camus/Stuart Gilbert,3.98,154,1493,Vintage,29189
83,198,137321,"[{'id': 818, 'name': 'based on novel'}]",FALSE,60000000,Drama,tt1837709,en,Winter's Tale,2/13/14,30800231,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Winter's Tale,109191,1837709,3.07,Mark Helprin,3.5,748,21851,Mariner Books,1027
84,199,197796,"[{'id': 818, 'name': 'based on novel'}, {'id': 2343, 'name': 'magic'}, {'id': 3098, 'name': 'castle'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 4375, 'name': 'transformation'}, {'id': 5774, 'name': 'forest'}, {'id': 9673, 'name': 'love'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10541, 'name': 'curse'}, {'id': 11851, 'name': 'man beast'}, {'id': 161271, 'name': 'beast'}, {'id': 161678, 'name': 'giant man'}, {'id': 163545, 'name': 'healing power'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 205614, 'name': 'picturesque'}]",FALSE,33000000,Fantasy,tt2316801,fr,La Belle et la Bête,2/12/14,49100000,112,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Beauty and the Beast,110639,2316801,3.34,Max Eilenberg/Angela Barrett,4.37,64,3682,Candlewick Press,160706
85,200,64923,"[{'id': 818, 'name': 'based on novel'}, {'id': 4344, 'name': 'musical'}]",FALSE,0,Fantasy,tt0076119,en,Gulliver's Travels,1/1/77,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Gulliver's Travels,111789,76119,1.67,Jonathan Swift/Robert DeMaria Jr.,3.57,306,194738,Penguin,23157
86,208,41415,"[{'id': 818, 'name': 'based on novel'}, {'id': 40847, 'name': 'near future'}, {'id': 206850, 'name': 'canuxploitation'}]",FALSE,0,Science Fiction,tt0079894,en,The Shape of Things to Come,5/4/79,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Shape of Things to Come,112081,79894,1.25,H.G. Wells/John Clute,3.61,530,931,Penguin Books Limited,38964
87,209,152745,"[{'id': 818, 'name': 'based on novel'}, {'id': 11004, 'name': 'rural setting'}, {'id': 12987, 'name': 'poverty'}, {'id': 193278, 'name': 'deep south'}, {'id': 208518, 'name': 'burial'}]",FALSE,0,Drama,tt1807944,en,As I Lay Dying,10/9/13,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,As I Lay Dying,114852,1807944,3.56,William Faulkner/E.L. Doctorow,3.71,231,1003,Modern Library,1234256
88,210,273510,"[{'id': 818, 'name': 'based on novel'}, {'id': 193924, 'name': 'adulteress'}, {'id': 195013, 'name': 'costume drama'}, {'id': 237295, 'name': 'extra marital affair'}]",FALSE,0,Drama,tt0212318,en,Madame Bovary,6/2/00,0,180,[],Released,Madame Bovary,115893,212318,2.83,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,327,3620,Penguin Classics,768872
89,212,42759,"[{'id': 818, 'name': 'based on novel'}]",FALSE,0,Action,tt0069197,en,The Call of the Wild,11/30/72,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Call of the Wild,120488,69197,3.5,Jack London/Avi,3.86,172,274649,Scholastic,931
90,215,28468,"[{'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 459, 'name': 'sexual obsession'}, {'id': 472, 'name': 'bathroom'}, {'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 1691, 'name': 'dance'}, {'id': 1755, 'name': 'fascism'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 3182, 'name': 'seduction'}, {'id': 3201, 'name': 'orgasm'}, {'id': 3508, 'name': 'underwear'}, {'id': 3739, 'name': 'funeral'}, {'id': 5091, 'name': 'kiss'}, {'id': 6930, 'name': 'fondling'}, {'id': 9714, 'name': 'remake'}, {'id': 9772, 'name': 'pubic hair'}, {'id': 9785, 'name': 'perversion'}, {'id': 9835, 'name': 'sexual fantasy'}, {'id': 10053, 'name': 'sexploitation'}, {'id': 10968, 'name': 'lingerie'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 11501, 'name': 'cheating wife'}, {'id': 11510, 'name': 'unfaithfulness'}, {'id': 11513, 'name': 'cheating husband'}, {'id': 11518, 'name': 'sexual tension'}, {'id': 12090, 'name': 'cross dressing'}, {'id': 13072, 'name': 'falling in love'}, {'id': 13094, 'name': 'photograph'}, {'id': 14669, 'name': 'older man younger woman relationship'}, {'id': 14765, 'name': 'church'}, {'id': 14794, 'name': 'lust'}, {'id': 15166, 'name': 'photo shoot'}, {'id': 33513, 'name': 'desire'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 41260, 'name': 'sensuality'}, {'id': 41404, 'name': 'sexual desire'}, {'id': 148534, 'name': 'cunnilingus'}, {'id': 155477, 'name': 'softcore'}, {'id': 155675, 'name': 'female masturbation'}, {'id': 155755, 'name': 'mysterious woman'}, {'id': 156260, 'name': 'stripping'}, {'id': 158628, 'name': 'foreign language adaptation'}, {'id': 159278, 'name': 'obsessive love'}, {'id': 159601, 'name': 'cuckold'}, {'id': 161298, 'name': 'public urination'}, {'id': 163335, 'name': 'man with glasses'}, {'id': 164346, 'name': 'praying'}, {'id': 164636, 'name': 'pearl necklace'}, {'id': 169734, 'name': 'cameraman'}, {'id': 169815, 'name': 'exhibitionism'}, {'id': 174534, 'name': 'young wife'}, {'id': 181041, 'name': 'garter'}, {'id': 186107, 'name': 'sexual exploration'}, {'id': 187844, 'name': 'flashback'}, {'id': 190370, 'name': 'erotic movie'}, {'id': 191071, 'name': 'cheat on wife'}, {'id': 193924, 'name': 'adulteress'}, {'id': 207807, 'name': 'erotic fantasy'}, {'id': 211121, 'name': 'exhibitionist'}, {'id': 212473, 'name': 'man and woman in a bed'}, {'id': 212497, 'name': 'reference to benito mussolini'}, {'id': 212509, 'name': 'adulterer'}]",FALSE,0,Romance,tt0085328,it,La chiave,10/18/83,0,110,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Key,122325,85328,3.33,Lynsay Sands,4.04,313,2152,Leisure Books,510
91,216,55321,"[{'id': 818, 'name': 'based on novel'}, {'id': 1739, 'name': 'holocaust'}, {'id': 11508, 'name': 'jewish'}]",FALSE,0,Drama,tt0080625,en,The Diary of Anne Frank,11/17/80,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Diary of Anne Frank,125854,80625,3.25,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,70,1320,Dramatists Play Service,3532
92,217,197592,"[{'id': 818, 'name': 'based on novel'}, {'id': 33519, 'name': 'courtroom'}, {'id': 156321, 'name': 'tv movie'}]",FALSE,0,Action,tt0086168,en,Rage of Angels,2/19/83,0,189,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rage of Angels,126002,86168,2.5,Sidney Sheldon,3.93,512,30283,HarperCollins Publishers,1548
93,218,193687,"[{'id': 128, 'name': 'love triangle'}, {'id': 818, 'name': 'based on novel'}, {'id': 931, 'name': 'jealousy'}, {'id': 1618, 'name': 'radiation'}, {'id': 2025, 'name': 'tractor'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4932, 'name': 'farm'}, {'id': 5385, 'name': 'survivor'}, {'id': 6150, 'name': 'faith'}, {'id': 14765, 'name': 'church'}, {'id': 18139, 'name': 'nuclear war'}, {'id': 40879, 'name': 'drunk'}, {'id': 180222, 'name': 'valley'}, {'id': 188658, 'name': 'water wheel'}, {'id': 217157, 'name': 'open ended'}]",FALSE,0,Drama,tt1598642,en,Z for Zachariah,8/13/15,121461,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Z for Zachariah,127218,1598642,3.01,Robert C. O'Brien,3.66,250,1030,Simon Pulse,1022
94,219,85827,"[{'id': 818, 'name': 'based on novel'}, {'id': 2041, 'name': 'island'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10349, 'name': 'survival'}, {'id': 15174, 'name': 'ecology'}, {'id': 33480, 'name': 'environmental'}]",FALSE,0,Family,tt0058241,en,Island of the Blue Dolphins,9/10/64,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Island of the Blue Dolphins,140501,58241,3,Scott O'Dell/Tantoo Cardinal,3.83,4,205,Listening Library (Audio),1253
95,220,95807,"[{'id': 818, 'name': 'based on novel'}]",FALSE,0,Mystery,tt1942951,en,Ricochet,11/30/11,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ricochet,142903,1942951,5,Sandra Brown,3.97,400,15225,Simon & Schuster,749
96,221,68730,"[{'id': 186, 'name': 'christianity'}, {'id': 233, 'name': 'japan'}, {'id': 440, 'name': 'missionary'}, {'id': 818, 'name': 'based on novel'}, {'id': 10085, 'name': 'betrayal'}, {'id': 13006, 'name': 'torture'}, {'id': 41611, 'name': 'martyrdom'}, {'id': 179567, 'name': 'crisis of faith'}, {'id': 189398, 'name': 'portuguese'}, {'id': 207941, 'name': '17th century'}, {'id': 214891, 'name': 'shogunate'}, {'id': 220888, 'name': 'jesuit priest'}, {'id': 220890, 'name': 'religious persecution'}, {'id': 226417, 'name': 'religious icon'}, {'id': 226419, 'name': 'apostasy'}]",FALSE,46000000,Drama,tt0490215,en,Silence,12/22/16,23737523,161,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Silence,143367,490215,3.57,Shūsaku Endō/William Johnston,4.08,201,17485,Taplinger Publishing,31467
97,222,49249,"[{'id': 818, 'name': 'based on novel'}, {'id': 4319, 'name': 'french revolution'}, {'id': 180975, 'name': 'charles dickens'}]",FALSE,0,TV Movie,tt0081595,en,A Tale of Two Cities,12/2/80,0,162,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Tale of Two Cities,143545,81595,2.5,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,496,131,Simon  Schuster,11492
98,227,84782,"[{'id': 818, 'name': 'based on novel'}, {'id': 4066, 'name': 'windmill'}, {'id': 215184, 'name': 'chivalry'}]",FALSE,0,Drama,tt0050326,ru,Дон Кихот,5/23/57,0,100,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Don Quixote,150637,50326,4.25,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,940,4956,Ecco,59152
99,237,328387,"[{'id': 818, 'name': 'based on novel'}, {'id': 1576, 'name': 'technology'}, {'id': 11615, 'name': 'internet'}, {'id': 12361, 'name': 'hacking'}, {'id': 13130, 'name': 'teenager'}, {'id': 14512, 'name': 'new york city'}, {'id': 18249, 'name': 'game'}, {'id': 186846, 'name': 'adaptation'}, {'id': 201871, 'name': 'dare'}, {'id': 212562, 'name': 'cellphone video'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 229980, 'name': 'smartphone'}, {'id': 235098, 'name': 'taking a risk'}]",FALSE,19000000,Mystery,tt3531824,en,Nerve,7/27/16,85241496,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nerve,160954,3531824,3.47,Dick Francis,4.04,320,3581,Jove,326098
100,238,207932,"[{'id': 131, 'name': 'italy'}, {'id': 818, 'name': 'based on novel'}, {'id': 1295, 'name': 'europe'}, {'id': 1453, 'name': 'amnesia'}, {'id': 3096, 'name': 'book'}, {'id': 9663, 'name': 'sequel'}, {'id': 9826, 'name': 'murder'}, {'id': 11001, 'name': 'religion'}, {'id': 228477, 'name': 'symbology'}]",FALSE,75000000,Thriller,tt3062096,en,Inferno,10/13/16,220021259,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inferno,165101,3062096,3.02,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,396,1075,Bantam Books,1538
101,240,198795,"[{'id': 818, 'name': 'based on novel'}, {'id': 1501, 'name': 'allegory'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2940, 'name': 'mexican revolution'}, {'id': 9887, 'name': 'surrealism'}, {'id': 33841, 'name': 'incest'}, {'id': 156580, 'name': 'ghost story'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 163578, 'name': 'land owner'}, {'id': 166701, 'name': 'ghost town'}]",FALSE,0,Drama,tt0062108,en,Pedro Páramo,6/8/67,0,104,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,Pedro Páramo,165157,62108,3.75,Juan Rulfo,4.05,122,504,Anagrama,120302
102,244,332794,"[{'id': 818, 'name': 'based on novel'}, {'id': 5565, 'name': 'biography'}, {'id': 222551, 'name': 'environmental activist'}, {'id': 231641, 'name': 'unfaithful husband'}, {'id': 232067, 'name': 'singing around campfire'}, {'id': 232068, 'name': 'frenchman abroad'}, {'id': 232069, 'name': 'singing on a boat'}]",FALSE,21363000,Adventure,tt1659619,fr,L'Odyssée,10/12/16,0,122,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Odyssey,166285,1659619,3.62,Homer/Robert Fagles/Bernard Knox,3.76,541,760871,Penguin Classics,21851
103,252,95647,"[{'id': 818, 'name': 'based on novel'}]",FALSE,0,Fantasy,tt0175203,en,La balsa de piedra,9/19/02,0,117,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Stone Raft,171857,175203,3,José Saramago/Giovanni Pontiero,3.8,292,308,Mariner Books,4053
104,254,75294,"[{'id': 818, 'name': 'based on novel'}]",FALSE,0,Drama,tt0087043,ru,Человек-невидимка,1/12/84,0,89,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The Invisible Man,173683,87043,2.5,H.G. Wells,3.64,208,333,Scholastic Paperbacks,1030