,id,movie keywords,movie budget,movie genre,movie original language,movie release date,movie revenue,movie runtime,movie spoken languages,vote_average,movie title,movie rating,book authors,book rating,book pages,book ratings count,book publisher,book ratings sum,movie return
43,18923,"[{'id': 237, 'name': 'gay'}, {'id': 740, 'name': 'aids'}, {'id': 818, 'name': 'based on novel'}, {'id': 11130, 'name': 'art house'}, {'id': 46959, 'name': 'tantrum'}, {'id': 154937, 'name': 'bisexual'}, {'id': 158718, 'name': 'lgbt'}]",6500000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,2004-07-23,1548955.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.8,A Home at the End of the World,3.46,Michael Cunningham,3.91,342,14769,Picador,4815,0.23830076923076923
45,54407,"[{'id': 818, 'name': 'based on novel'}, {'id': 10183, 'name': 'independent film'}]",3400000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1985-10-04,660537.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.2,Bliss,3.2,Lynsay Sands,3.97,394,1742,Leisure Books,65998,0.19427558823529412
46,3509,"[{'id': 387, 'name': 'california'}, {'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel'}, {'id': 1566, 'name': 'dream'}, {'id': 1568, 'name': 'undercover'}, {'id': 2150, 'name': 'cocaine'}, {'id': 2588, 'name': 'brain'}, {'id': 2866, 'name': 'exam'}, {'id': 2964, 'name': 'future'}, {'id': 4394, 'name': 'test'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4967, 'name': 'assignment'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14964, 'name': 'drug'}, {'id': 18420, 'name': 'surveillance'}, {'id': 180440, 'name': 'totalitarian'}, {'id': 188950, 'name': 'corporation'}, {'id': 202550, 'name': 'substance'}, {'id': 202551, 'name': 'schizophrenic'}, {'id': 202553, 'name': 'condition'}, {'id': 207268, 'name': 'neo-noir'}]",8700000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,2006-05-25,7659918.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.8,A Scanner Darkly,3.61,Philip K. Dick,4.02,219,70604,Gollancz,3581,0.8804503448275862
47,9009,"[{'id': 818, 'name': 'based on novel'}, {'id': 4237, 'name': 'water'}, {'id': 9714, 'name': 'remake'}, {'id': 10508, 'name': 'teacher'}, {'id': 15160, 'name': 'divorce'}, {'id': 33632, 'name': 'apartment'}, {'id': 162846, 'name': 'ghost'}, {'id': 168346, 'name': 'manhattan, new york city'}]",30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,2005-06-27,25473093.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.3,Dark Water,2.76,Kōji Suzuki/Glynne Walley,3.61,279,2433,Vertical,382146,0.8491031
48,9388,"[{'id': 494, 'name': 'father son relationship'}, {'id': 592, 'name': 'capitalism'}, {'id': 818, 'name': 'based on novel'}, {'id': 919, 'name': 'smoking'}, {'id': 2251, 'name': 'lie'}, {'id': 3170, 'name': 'cigarette'}, {'id': 3664, 'name': 'research'}, {'id': 3703, 'name': 'law'}, {'id': 3721, 'name': 'health'}, {'id': 3983, 'name': 'marketing'}, {'id': 6078, 'name': 'politics'}, {'id': 6083, 'name': 'politician'}, {'id': 6357, 'name': 'tobacco'}, {'id': 9468, 'name': 'liar'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10163, 'name': 'cancer'}, {'id': 10183, 'name': 'independent film'}, {'id': 10594, 'name': 'money'}, {'id': 11011, 'name': 'morality'}, {'id': 11514, 'name': 'social satire'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 12094, 'name': 'business'}, {'id': 15086, 'name': 'advertising'}, {'id': 33720, 'name': 'guilt'}, {'id': 33740, 'name': 'humiliation'}, {'id': 159350, 'name': 'lobby'}, {'id': 171439, 'name': 'bribe'}, {'id': 188950, 'name': 'corporation'}, {'id': 209121, 'name': 'lung cancer'}, {'id': 219605, 'name': 'lobbyist'}, {'id': 219681, 'name': 'tobacco industry'}, {'id': 219731, 'name': 'nicotine'}]",6500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,2005-09-05,24793509.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.1,Thank You for Smoking,3.83,Christopher Buckley,3.93,272,9900,Random House Trade Paperbacks,1596,3.814386
49,591,"[{'id': 90, 'name': 'paris'}, {'id': 113, 'name': 'holy grail'}, {'id': 186, 'name': 'christianity'}, {'id': 345, 'name': 'monk'}, {'id': 818, 'name': 'based on novel'}, {'id': 1222, 'name': 'zurich'}, {'id': 2908, 'name': 'secret society'}, {'id': 2966, 'name': 'louvre'}, {'id': 2969, 'name': 'curator'}, {'id': 2970, 'name': 'symbologist'}, {'id': 2975, 'name': 'opus dei'}, {'id': 2976, 'name': 'heresy'}, {'id': 2978, 'name': 'mona lisa'}, {'id': 4008, 'name': 'freemason'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 11855, 'name': 'pentagram'}, {'id': 156081, 'name': 'tomb'}, {'id': 161207, 'name': 'catholicism'}, {'id': 161507, 'name': 'cryptologist'}, {'id': 161508, 'name': 'iconography'}, {'id': 163531, 'name': 'albino'}, {'id': 173162, 'name': 'sect'}]",125000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,2006-05-17,767820459.0,149.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]",6.5,The Da Vinci Code,3.14,Dan Brown,3.84,467,1120,Broadway Books,1154,6.142563672
50,1259,"[{'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 977, 'name': 'cat'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2483, 'name': 'nudity'}, {'id': 3182, 'name': 'seduction'}, {'id': 5321, 'name': 'studio'}, {'id': 6054, 'name': 'friendship'}, {'id': 6844, 'name': 'stalker'}, {'id': 9673, 'name': 'love'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10508, 'name': 'teacher'}, {'id': 11937, 'name': 'conservative'}, {'id': 12105, 'name': 'student'}, {'id': 13130, 'name': 'teenager'}, {'id': 14534, 'name': 'relationship'}, {'id': 14893, 'name': 'art'}, {'id': 18051, 'name': 'female stalker'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 46954, 'name': 'journal'}, {'id': 167310, 'name': 'sitting on a toilet'}]",15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2006-12-25,49469904.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",6.9,Notes on a Scandal,3.73,Zoë Heller,3.71,244,1154,Penguin,9334,3.2979936
51,2270,"[{'id': 616, 'name': 'witch'}, {'id': 818, 'name': 'based on novel'}, {'id': 1605, 'name': 'new love'}, {'id': 3071, 'name': 'prince'}, {'id': 3258, 'name': 'beauty'}, {'id': 3412, 'name': 'star'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4372, 'name': 'wall'}, {'id': 6998, 'name': 'falling star'}, {'id': 9920, 'name': 'royalty'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 170771, 'name': 'fratricide'}]",70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",en,2007-08-09,135560026.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.2,Stardust,3.82,Neil Gaiman,4.08,248,283274,Harper Perennial,30442,1.9365718
52,4347,"[{'id': 818, 'name': 'based on novel'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1486, 'name': 'flirt'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 1605, 'name': 'new love'}, {'id': 1956, 'name': 'world war ii'}, {'id': 3096, 'name': 'book'}, {'id': 5477, 'name': 'mistake'}, {'id': 6139, 'name': 'innocence'}, {'id': 10818, 'name': 'author'}, {'id': 11436, 'name': 'redemption'}, {'id': 13088, 'name': 'summer'}]",30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2007-08-29,129266061.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",7.4,Atonement,3.74,Ian McEwan,3.9,372,4844,Vintage,30283,4.3088687
60,24420,"[{'id': 520, 'name': 'chicago'}, {'id': 572, 'name': 'sex'}, {'id': 818, 'name': 'based on novel'}, {'id': 2483, 'name': 'nudity'}, {'id': 2913, 'name': 'diary'}, {'id': 2964, 'name': 'future'}, {'id': 3667, 'name': 'time'}, {'id': 4379, 'name': 'time travel'}, {'id': 6038, 'name': 'marriage'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 9935, 'name': 'travel'}, {'id': 10703, 'name': 'tragic love'}, {'id': 14534, 'name': 'relationship'}, {'id': 176056, 'name': 'time traveler'}, {'id': 201484, 'name': 'complication'}]",39000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",en,2009-08-14,101229792.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.7,The Time Traveler's Wife,3.58,Audrey Niffenegger,3.97,518,1005,MacAdam/Cage,38,2.595635692307692
62,17979,"[{'id': 65, 'name': 'holiday'}, {'id': 818, 'name': 'based on novel'}, {'id': 8250, 'name': 'victorian england'}, {'id': 10594, 'name': 'money'}, {'id': 33965, 'name': 'christmas eve'}, {'id': 33966, 'name': 'scrooge'}, {'id': 161174, 'name': 'christmas carol'}, {'id': 162846, 'name': 'ghost'}, {'id': 170457, 'name': 'lesson'}, {'id': 180975, 'name': 'charles dickens'}, {'id': 207317, 'name': 'christmas'}]",200000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",en,2009-11-04,325233863.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.6,A Christmas Carol,3.24,Charles Dickens/P.J. Lynch,4.05,160,4359,Candlewick Press,1436,1.626169315
64,11324,"[{'id': 818, 'name': 'based on novel'}, {'id': 2041, 'name': 'island'}, {'id': 2215, 'name': 'hurricane'}, {'id': 5340, 'name': 'investigation'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 11207, 'name': 'u.s. marshal'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 208611, 'name': '1950s'}]",80000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,2010-02-18,294804195.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",7.8,Shutter Island,3.95,Dennis Lehane,4.09,369,134985,HarperTorch,16544,3.6850524375
65,22971,"[{'id': 818, 'name': 'based on novel'}, {'id': 6092, 'name': 'army'}, {'id': 9673, 'name': 'love'}, {'id': 33564, 'name': 'u.s. soldier'}]",25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,2010-02-04,114977104.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.6,Dear John,3.13,Nicholas Sparks,4.03,276,502726,Warner Books (NY),9900,4.59908416
66,12155,"[{'id': 818, 'name': 'based on novel'}, {'id': 855, 'name': 'fictional place'}, {'id': 2011, 'name': 'queen'}, {'id': 2486, 'name': 'fantasy'}, {'id': 12552, 'name': 'alice in wonderland'}, {'id': 170362, 'name': 'fantasy world'}, {'id': 209714, 'name': '3d'}]",200000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,2010-03-03,1025491110.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.4,Alice in Wonderland,3.16,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,92,364782,Gramercy Books,277047,5.12745555
69,23168,"[{'id': 818, 'name': 'based on novel'}, {'id': 975, 'name': 'money laundering'}, {'id': 1546, 'name': 'ambulance'}, {'id': 1680, 'name': 'boston'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 1929, 'name': 'bank manager'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2778, 'name': 'florist'}, {'id': 2779, 'name': 'flower shop'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 8054, 'name': 'volunteer'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9713, 'name': 'friends'}, {'id': 9775, 'name': 'car set on fire'}, {'id': 10847, 'name': 'boston garden'}, {'id': 11148, 'name': 'police chase'}, {'id': 12392, 'name': 'best friend'}, {'id': 155726, 'name': 'fenway park'}]",37000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,2010-09-15,154026136.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.0,The Town,3.75,William Faulkner,4.1,371,1253,Vintage Books,110234,4.162868540540541
70,42188,"[{'id': 634, 'name': 'soul'}, {'id': 818, 'name': 'based on novel'}, {'id': 1647, 'name': 'sadness'}, {'id': 3446, 'name': 'forgiveness'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6271, 'name': 'boarding school'}, {'id': 11628, 'name': 'cloning'}, {'id': 181324, 'name': 'existentialism'}]",15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,2010-09-15,9455232.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.8,Never Let Me Go,3.66,Kazuo Ishiguro,3.82,288,380646,Vintage Books,1320,0.6303488
72,49022,"[{'id': 242, 'name': 'new york'}, {'id': 567, 'name': 'alcohol'}, {'id': 818, 'name': 'based on novel'}, {'id': 1328, 'name': 'secret'}, {'id': 1332, 'name': 'cheating'}, {'id': 1421, 'name': 'birthday'}, {'id': 2535, 'name': 'destroy'}, {'id': 9713, 'name': 'friends'}, {'id': 9986, 'name': 'crush'}, {'id': 10909, 'name': 'lawyer'}, {'id': 12392, 'name': 'best friend'}, {'id': 13027, 'name': 'wedding'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 14534, 'name': 'relationship'}, {'id': 33648, 'name': 'celebration'}, {'id': 160765, 'name': 'roses'}, {'id': 170682, 'name': 'lying'}, {'id': 187844, 'name': 'flashback'}, {'id': 202635, 'name': 'engaged'}, {'id': 208502, 'name': 'loyal'}, {'id': 208503, 'name': 'liaison'}, {'id': 208504, 'name': 'confidant'}]",35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2011-05-05,59901913.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.9,Something Borrowed,3.17,Rebecca Hagan Lee,4.14,282,38,Diamond/Charter,207869,1.7114832285714285
73,52505,"[{'id': 818, 'name': 'based on novel'}, {'id': 4516, 'name': 'romantic rivalry'}, {'id': 166625, 'name': 'candlelight vigil'}]",30000000.0,"[{'id': 18, 'name': 'Drama'}]",en,2010-10-28,102000000.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,The Other Woman,3.27,Jane Green,3.7,389,29112,Berkley,3816,3.4
74,9364,"[{'id': 392, 'name': 'england'}, {'id': 818, 'name': 'based on novel'}, {'id': 17981, 'name': 'foster sister'}, {'id': 17982, 'name': 'moor'}, {'id': 17984, 'name': 'foster family'}, {'id': 187056, 'name': 'woman director'}]",8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2011-09-05,100915.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,Wuthering Heights,3.05,Emily Brontë,3.85,279,2155,Penguin Books,51484,0.012614375
77,83770,"[{'id': 818, 'name': 'based on novel'}, {'id': 1227, 'name': 'cemetery'}, {'id': 2398, 'name': 'narration'}, {'id': 2483, 'name': 'nudity'}, {'id': 3739, 'name': 'funeral'}, {'id': 4528, 'name': 'song'}, {'id': 6054, 'name': 'friendship'}, {'id': 7312, 'name': 'road trip'}, {'id': 10776, 'name': 'marijuana'}, {'id': 10794, 'name': 'snow'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 13028, 'name': 'writer'}, {'id': 13094, 'name': 'photograph'}, {'id': 15291, 'name': 'on the road'}, {'id': 18049, 'name': 'sex scene'}, {'id': 34030, 'name': 'typewriter'}, {'id': 159431, 'name': 'voice over'}, {'id': 163182, 'name': 'suicide thoughts'}, {'id': 167043, 'name': 'road movie'}, {'id': 168442, 'name': 'denver colorado'}, {'id': 168447, 'name': 'kerouac'}]",25000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,2012-05-22,8784318.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",5.5,On the Road,3.05,Jack Kerouac,3.63,320,488,Penguin Books,565524,0.35137272
80,64682,"[{'id': 818, 'name': 'based on novel'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1523, 'name': 'obsession'}, {'id': 3929, 'name': 'hope'}, {'id': 209714, 'name': '3d'}]",105000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2013-05-10,351040419.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.3,The Great Gatsby,3.51,Kathleen Parkinson/F. Scott Fitzgerald,3.88,144,557,Penguin Global,21823,3.3432420857142855
83,137321,"[{'id': 818, 'name': 'based on novel'}]",60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,2014-02-13,30800231.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",6.0,Winter's Tale,3.07,Mark Helprin,3.5,748,21851,Mariner Books,1027,0.5133371833333333
84,197796,"[{'id': 818, 'name': 'based on novel'}, {'id': 2343, 'name': 'magic'}, {'id': 3098, 'name': 'castle'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 4375, 'name': 'transformation'}, {'id': 5774, 'name': 'forest'}, {'id': 9673, 'name': 'love'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10541, 'name': 'curse'}, {'id': 11851, 'name': 'man beast'}, {'id': 161271, 'name': 'beast'}, {'id': 161678, 'name': 'giant man'}, {'id': 163545, 'name': 'healing power'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 205614, 'name': 'picturesque'}]",33000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",fr,2014-02-12,49100000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",5.8,Beauty and the Beast,3.34,Max Eilenberg/Angela Barrett,4.37,64,3682,Candlewick Press,160706,1.4878787878787878
96,68730,"[{'id': 186, 'name': 'christianity'}, {'id': 233, 'name': 'japan'}, {'id': 440, 'name': 'missionary'}, {'id': 818, 'name': 'based on novel'}, {'id': 10085, 'name': 'betrayal'}, {'id': 13006, 'name': 'torture'}, {'id': 41611, 'name': 'martyrdom'}, {'id': 179567, 'name': 'crisis of faith'}, {'id': 189398, 'name': 'portuguese'}, {'id': 207941, 'name': '17th century'}, {'id': 214891, 'name': 'shogunate'}, {'id': 220888, 'name': 'jesuit priest'}, {'id': 220890, 'name': 'religious persecution'}, {'id': 226417, 'name': 'religious icon'}, {'id': 226419, 'name': 'apostasy'}]",46000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,2016-12-22,23737523.0,161.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]",7.0,Silence,3.57,Shūsaku Endō/William Johnston,4.08,201,17485,Taplinger Publishing,31467,0.5160331086956522
99,328387,"[{'id': 818, 'name': 'based on novel'}, {'id': 1576, 'name': 'technology'}, {'id': 11615, 'name': 'internet'}, {'id': 12361, 'name': 'hacking'}, {'id': 13130, 'name': 'teenager'}, {'id': 14512, 'name': 'new york city'}, {'id': 18249, 'name': 'game'}, {'id': 186846, 'name': 'adaptation'}, {'id': 201871, 'name': 'dare'}, {'id': 212562, 'name': 'cellphone video'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 229980, 'name': 'smartphone'}, {'id': 235098, 'name': 'taking a risk'}]",19000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",en,2016-07-27,85241496.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",7.1,Nerve,3.47,Dick Francis,4.04,320,3581,Jove,326098,4.48639452631579
100,207932,"[{'id': 131, 'name': 'italy'}, {'id': 818, 'name': 'based on novel'}, {'id': 1295, 'name': 'europe'}, {'id': 1453, 'name': 'amnesia'}, {'id': 3096, 'name': 'book'}, {'id': 9663, 'name': 'sequel'}, {'id': 9826, 'name': 'murder'}, {'id': 11001, 'name': 'religion'}, {'id': 228477, 'name': 'symbology'}]",75000000.0,"[{'id': 53, 'name': 'Thriller'}]",en,2016-10-13,220021259.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",5.7,Inferno,3.02,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,396,1075,Bantam Books,1538,2.9336167866666667
